Distance;Altitude;Easting;Northing;Longitude;Latitude
1192;1623.5;2771543.7;1182531.97;9.684865;46.771866
1230.5;1624.6;2771553.55;1182494.83;9.68498;46.77153
1268.9;1625.9;2771563.4;1182457.7;9.685095;46.771193
1305.1;1627.2;2771569.98;1182422.07;9.685168;46.770871
1341.4;1628.2;2771576.57;1182386.43;9.685241;46.770549
1377.6;1630.1;2771583.15;1182350.8;9.685314;46.770227
1413.8;1630.4;2771589.73;1182315.17;9.685386;46.769905
1450.1;1632.1;2771596.32;1182279.53;9.685459;46.769583
1486.3;1633.7;2771602.9;1182243.9;9.685532;46.769261
1540.8;1635.8;2771619.6;1182192;9.685731;46.76879
1561.5;1636.7;2771632.4;1182175.8;9.685893;46.768641
1626.3;1639.2;2771691.5;1182149.1;9.686656;46.768386
1647.2;1640.3;2771707.9;1182136.2;9.686866;46.768265
1652.6;1640.6;2771710;1182131.2;9.686891;46.76822
1659.3;1640.6;2771712.8;1182125.1;9.686926;46.768164
1666.2;1640.8;2771714.9;1182118.5;9.686951;46.768104
